DATE,Price,MoM,YoY
1966/5/1,-2.77331,-1.512491153,-144.99 
1966/4/1,5.41143,-0.514298818,-4.82 
1966/3/1,11.14148,-0.053852745,34.35 
1966/2/1,11.77563,-0.157807972,-3.80 
1966/1/1,13.98212,-0.168229025,-15.14 
1965/12/1,16.81006,-0.035057538,-7.07 
1965/11/1,17.42079,0.212660521,-43.72 
1965/10/1,14.36576,-0.11452994,-66.97 
1965/9/1,16.22388,1.492978458,-56.88 
1965/8/1,6.50783,0.031467883,-80.67 
1965/7/1,6.30929,-0.342528206,-83.74 
1965/6/1,9.59629,0.556906658,-70.49 
1965/5/1,6.16369,0.084146983,-82.01 
1965/4/1,5.68529,-0.314431417,-84.92 
1965/3/1,8.29281,-0.322543726,-79.32 
1965/2/1,12.2411,-0.257077311,-62.54 
1965/1/1,16.47695,-0.089146398,-49.94 
1964/12/1,18.08957,-0.415584336,-53.46 
1964/11/1,30.95326,-0.28834557,-2.06 
1964/10/1,43.49479,0.156019383,46.60 
1964/9/1,37.62462,0.117364721,27.40 
1964/8/1,33.67264,-0.13224507,33.78 
1964/7/1,38.80432,0.193351191,-24.15 
1964/6/1,32.5171,-0.050991295,-33.37 
1964/5/1,34.26428,-0.091164496,-24.09 
1964/4/1,37.7013,-0.059759102,-29.47 
1964/3/1,40.09749,0.227015806,-13.21 
1964/2/1,32.67887,-0.007149198,-26.90 
1964/1/1,32.91418,-0.153280935,-27.92 
1963/12/1,38.87261,0.230008483,-15.60 
1963/11/1,31.60353,0.065224572,-33.12 
1963/10/1,29.66842,0.00460851,-39.80 
1963/9/1,29.53232,0.173269048,-43.88 
1963/8/1,25.17097,-0.507977514,-49.65 
1963/7/1,51.15817,0.048325089,-20.37 
1963/6/1,48.79991,0.081182798,-16.67 
1963/5/1,45.13567,-0.155642036,-35.50 
1963/4/1,53.45561,0.15707839,5.60 
1963/3/1,46.19878,0.033431035,-11.71 
1963/2/1,44.70427,-0.021041224,-44.19 
1963/1/1,45.66512,-0.008470697,-54.33 
1962/12/1,46.05524,-0.025405559,#DIV/0!
1962/11/1,47.2558,-0.041134638,#DIV/0!
1962/10/1,49.28304,-0.063415658,#DIV/0!
1962/9/1,52.61997,0.052631611,#DIV/0!
1962/8/1,49.98897,-0.221942423,#DIV/0!
1962/7/1,64.24842,0.097079681,#DIV/0!
1962/6/1,58.56313,-0.16309369,#DIV/0!
1962/5/1,69.97573,0.382375904,#DIV/0!
1962/4/1,50.6199,-0.032630718,#DIV/0!
1962/3/1,52.32738,-0.346776374,#DIV/0!
1962/2/1,80.10638,-0.1989362,#DIV/0!
1962/1/1,100,#DIV/0!,#DIV/0!
