Date,Index,Change,MoM,YoY
1967/9/30,54.9,2.7,5.172413793,-6.473594549
1967/8/31,52.2,2.7,5.454545455,-10.76923077
1967/7/31,49.5,2.7,5.769230769,-17.91044776
1967/6/30,46.8,2.3,5.168539326,-20.6779661
1967/5/31,44.5,1.7,3.971962617,-22.87694974
1967/4/30,42.8,-2.5,-5.518763797,-33.33333333
1967/3/31,45.3,-2.3,-4.831932773,-31.05022831
1967/2/28,47.6,-1.5,-3.054989817,-27.32824427
1967/1/31,49.1,-3.3,-6.297709924,-25.37993921
1966/12/31,52.4,-1.3,-2.420856611,-16.56050955
1966/11/30,53.7,-3.5,-6.118881119,-9.595959596
1966/10/31,57.2,-1.5,-2.555366269,-2.389078498
1966/9/30,58.7,0.2,0.341880342,-3.770491803
1966/8/31,58.5,-1.8,-2.985074627,0.688468158
1966/7/31,60.3,1.3,2.203389831,3.786574871
1966/6/30,59,1.3,2.253032929,0.511073254
1966/5/31,57.7,-6.5,-10.12461059,-5.872756933
1966/4/30,64.2,-1.5,-2.283105023,3.548387097
1966/3/31,65.7,0.2,0.305343511,1.232665639
1966/2/28,65.5,-0.3,-0.455927052,5.475040258
1966/1/31,65.8,3,4.777070064,7.868852459
1965/12/31,62.8,3.4,5.723905724,0.641025641
1965/11/30,59.4,0.8,1.365187713,-3.883495146
1965/10/31,58.6,-2.4,-3.93442623,-3.459637562
1965/9/30,61,2.9,4.991394148,-3.633491311
1965/8/31,58.1,0,0,-8.214849921
1965/7/31,58.1,-0.6,-1.022146508,-7.631160572
1965/6/30,58.7,-2.6,-4.241435563,-2.329450915
1965/5/31,61.3,-0.7,-1.129032258,4.429301533
1965/4/30,62,-2.9,-4.468412943,4.72972973
1965/3/31,64.9,2.8,4.508856683,7.80730897
1965/2/28,62.1,1.1,1.803278689,7.25388601
1965/1/31,61,-1.4,-2.243589744,6.830122592
1964/12/31,62.4,0.6,0.970873786,15.55555556
1964/11/30,61.8,1.1,1.812191104,7.47826087
1964/10/31,60.7,-2.6,-4.107424961,5.199306759
1964/9/30,63.3,0,0,11.24780316
1964/8/31,63.3,0.4,0.635930048,14.88203267
1964/7/31,62.9,2.8,4.65890183,13.33333333
1964/6/30,60.1,1.4,2.385008518,3.264604811
1964/5/31,58.7,-0.5,-0.844594595,-1.839464883
1964/4/30,59.2,-1,-1.661129568,2.777777778
1964/3/31,60.2,2.3,3.972366149,10.05484461
1964/2/29,57.9,0.8,1.401050788,5.081669691
1964/1/31,57.1,3.1,5.740740741,3.442028986
1963/12/31,54,-3.5,-6.086956522,-5.594405594
1963/11/30,57.5,-0.2,-0.346620451,6.87732342
1963/10/31,57.7,0.8,1.405975395,12.6953125
1963/9/30,56.9,1.8,3.266787659,13.8
1963/8/31,55.1,-0.4,-0.720720721,11.31313131
1963/7/31,55.5,-2.7,-4.639175258,8.823529412
1963/6/30,58.2,-1.6,-2.675585284,14.56692913
1963/5/31,59.8,2.2,3.819444444,14.55938697
1963/4/30,57.6,2.9,5.301645338,4.537205082
1963/3/31,54.7,-0.4,-0.725952813,-9.735973597
1963/2/28,55.1,-0.1,-0.18115942,-9.819967267
1963/1/31,55.2,-2,-3.496503497,-9.359605911
1962/12/31,57.2,3.4,6.319702602,-10.90342679
1962/11/30,53.8,2.6,5.078125,-8.813559322
1962/10/31,51.2,1.2,2.4,-17.68488746
1962/9/30,50,0.5,1.01010101,-20.63492063
1962/8/31,49.5,-1.5,-2.941176471,-18.45140033
1962/7/31,51,0.2,0.393700787,-12.37113402
1962/6/30,50.8,-1.4,-2.681992337,-12.56454389
1962/5/31,52.2,-2.9,-5.263157895,-11.37521222
1962/4/30,55.1,-5.5,-9.075907591,-4.340277778
1962/3/31,60.6,-0.5,-0.818330606,23.42158859
1962/2/28,61.1,0.2,0.328407225,40.13761468
1962/1/31,60.9,-3.3,-5.140186916,38.72437358
1961/12/31,64.2,5.2,8.813559322,44.92099323
1961/11/30,59,-3.2,-5.144694534,33.18284424
1961/10/31,62.2,-0.8,-1.26984127,35.2173913
1961/9/30,63,2.3,3.789126853,38.76651982
1961/8/31,60.7,2.5,4.295532646,27.5210084
1961/7/31,58.2,0.1,0.17211704,33.18077803
1961/6/30,58.1,-0.8,-1.358234295,30.85585586
1961/5/31,58.9,1.3,2.256944444,38.2629108
1961/4/30,57.6,8.5,17.31160896,27.15231788
1961/3/31,49.1,5.5,12.6146789,2.719665272
1961/2/28,43.6,-0.3,-0.683371298,-16.63479924
1961/1/31,43.9,-0.4,-0.902934537,-28.61788618
1960/12/31,44.3,0,0,-23.88316151
1960/11/30,44.3,-1.7,-3.695652174,-12.45059289
1960/10/31,46,0.6,1.321585903,-7.444668008
1960/9/30,45.4,-2.2,-4.621848739,-6.004140787
1960/8/31,47.6,3.9,8.924485126,-13.61161525
1960/7/31,43.7,-0.7,-1.576576577,-28.94308943
1960/6/30,44.4,1.8,4.225352113,-31.05590062
1960/5/31,42.6,-2.7,-5.960264901,-37.53665689
1960/4/30,45.3,-2.5,-5.230125523,-32.28699552
1960/3/31,47.8,-4.5,-8.604206501,-28.76304024
1960/2/29,52.3,-9.2,-14.95934959,-21.82361734
1960/1/31,61.5,3.3,5.670103093,-4.50310559
1959/12/31,58.2,7.6,15.01976285,-3.801652893
1959/11/30,50.6,0.9,1.810865191,-19.29824561
1959/10/31,49.7,1.4,2.898550725,-20.2247191
1959/9/30,48.3,-6.8,-12.34119782,-19.23076923
1959/8/31,55.1,-6.4,-10.40650407,-3.839441536
1959/7/31,61.5,-2.9,-4.50310559,12.43144424
1959/6/30,64.4,-3.8,-5.571847507,25.29182879
1959/5/31,68.2,1.3,1.943198804,46.35193133
1959/4/30,66.9,-0.2,-0.298062593,71.09974425
1959/3/31,67.1,0.2,0.298953662,68.59296482
1959/2/28,66.9,2.5,3.881987578,79.83870968
1959/1/31,64.4,3.9,6.446280992,92.81437126
1958/12/31,60.5,-2.2,-3.50877193,64.40217391
1958/11/30,62.7,0.4,0.642054575,55.1980198
1958/10/31,62.3,2.5,4.180602007,51.58150852
1958/9/30,59.8,2.5,4.363001745,30.56768559
1958/8/31,57.3,2.6,4.753199269,26.49006623
1958/7/31,54.7,3.3,6.420233463,19.69365427
1958/6/30,51.4,4.8,10.30042918,11.98257081
1958/5/31,46.6,7.5,19.18158568,7.373271889
1958/4/30,39.1,-0.7,-1.75879397,-9.280742459
1958/3/31,39.8,2.6,6.989247312,-16.21052632
1958/2/28,37.2,3.8,11.37724551,-27.05882353
1958/1/31,33.4,-3.4,-9.239130435,-37.68656716
1957/12/31,36.8,-3.6,-8.910891089,-30.17077799
1957/11/30,40.4,-0.7,-1.703163017,-26.54545455
1957/10/31,41.1,-4.7,-10.26200873,-22.0113852
1957/9/30,45.8,0.5,1.103752759,-17.47747748
1957/8/31,45.3,-0.4,-0.875273523,-12.03883495
1957/7/31,45.7,-0.2,-0.435729847,3.393665158
1957/6/30,45.9,2.5,5.760368664,-3.773584906
1957/5/31,43.4,0.3,0.696055684,-15.234375
1957/4/30,43.1,-4.4,-9.263157895,-22.8980322
1957/3/31,47.5,-3.5,-6.862745098,-16.95804196
1957/2/28,51,-2.6,-4.850746269,-12.37113402
1957/1/31,53.6,0.9,1.707779886,-10.96345515
1956/12/31,52.7,-2.3,-4.181818182,-19.66463415
1956/11/30,55,2.3,4.364326376,-11.29032258
1956/10/31,52.7,-2.8,-5.045045045,-17.26844584
1956/9/30,55.5,4,7.766990291,-11.05769231
1956/8/31,51.5,7.3,16.5158371,-20.52469136
1956/7/31,44.2,-3.5,-7.337526205,-33.2326284
1956/6/30,47.7,-3.5,-6.8359375,-24.64454976
1956/5/31,51.2,-4.7,-8.407871199,-26.33093525
1956/4/30,55.9,-1.3,-2.272727273,-18.63173217
1956/3/31,57.2,-1,-1.718213058,-15.25925926
1956/2/29,58.2,-2,-3.322259136,-14.15929204
1956/1/31,60.2,-5.4,-8.231707317,-4.444444444
1955/12/31,65.6,3.6,5.806451613,2.821316614
1955/11/30,62,-1.7,-2.668759812,5.442176871
1955/10/31,63.7,1.3,2.083333333,9.450171821
1955/9/30,62.4,-2.4,-3.703703704,16.63551402
1955/8/31,64.8,-1.4,-2.114803625,19.11764706
1955/7/31,66.2,2.9,4.58135861,28.04642166
1955/6/30,63.3,-6.2,-8.920863309,21.49712092
1955/5/31,69.5,0.8,1.164483261,38.72255489
1955/4/30,68.7,1.2,1.777777778,44.02515723
1955/3/31,67.5,-0.3,-0.442477876,51.00671141
1955/2/28,67.8,4.8,7.619047619,66.58476658
1955/1/31,63,-0.8,-1.253918495,68.44919786
1954/12/31,63.8,5,8.503401361,79.21348315
1954/11/30,58.8,0.6,1.030927835,59.3495935
1954/10/31,58.2,4.7,8.785046729,55.61497326
1954/9/30,53.5,-0.9,-1.654411765,33.08457711
1954/8/31,54.4,2.7,5.222437137,25.05747126
1954/7/31,51.7,-0.4,-0.767754319,11.66306695
1954/6/30,52.1,2,3.992015968,7.422680412
1954/5/31,50.1,2.4,5.031446541,2.45398773
1954/4/30,47.7,3,6.711409396,-6.653620352
1954/3/31,44.7,4,9.828009828,-11.48514851
1954/2/28,40.7,3.3,8.823529412,-26.53429603
1954/1/31,37.4,1.8,5.056179775,-37.03703704
1953/12/31,35.6,-1.3,-3.52303523,-36.20071685
1953/11/30,36.9,-0.5,-1.336898396,-35.03521127
1953/10/31,37.4,-2.8,-6.965174129,-33.4519573
1953/9/30,40.2,-3.3,-7.586206897,-28.34224599
1953/8/31,43.5,-2.8,-6.047516199,-27.98013245
1953/7/31,46.3,-2.2,-4.536082474,-4.140786749
1953/6/30,48.5,-0.4,-0.81799591,12.00923788
1953/5/31,48.9,-2.2,-4.305283757,23.79746835
1953/4/30,51.1,0.6,1.188118812,39.23705722
1953/3/31,50.5,-4.9,-8.844765343,26.25
1953/2/28,55.4,-4,-6.734006734,32.53588517
1953/1/31,59.4,3.6,6.451612903,32.88590604
1952/12/31,55.8,-1,-1.76056338,20
1952/11/30,56.8,0.6,1.067615658,20.33898305
1952/10/31,56.2,0.1,0.178253119,13.30645161
1952/9/30,56.1,-4.3,-7.119205298,16.63201663
1952/8/31,60.4,12.1,25.05175983,38.53211009
1952/7/31,48.3,5,11.54734411,14.72684086
1952/6/30,43.3,3.8,9.620253165,-4.835164835
1952/5/31,39.5,2.8,7.629427793,-22.09072978
1952/4/30,36.7,-3.3,-8.25,-31.40186916
1952/3/31,40,-1.8,-4.306220096,-38.93129771
1952/2/29,41.8,-2.9,-6.487695749,-39.68253968
1952/1/31,44.7,-1.8,-3.870967742,-34.07079646
1951/12/31,46.5,-0.7,-1.483050847,-30.70044709
1951/11/30,47.2,-2.4,-4.838709677,-25.19809826
1951/10/31,49.6,1.5,3.118503119,-16.21621622
1951/9/30,48.1,4.5,10.32110092,-29.36857562
1951/8/31,43.6,1.5,3.562945368,-42.48021108
1951/7/31,42.1,-3.4,-7.472527473,-45.67741935
1951/6/30,45.5,-5.2,-10.25641026,-40.60052219
1951/5/31,50.7,-2.8,-5.23364486,-32.12851406
1951/4/30,53.5,-12,-18.32061069,-21.43906021
1951/3/31,65.5,-3.8,-5.483405483,5.475040258
1951/2/28,69.3,1.5,2.212389381,14.54545455
1951/1/31,67.8,0.7,1.043219076,14.72081218
1950/12/31,67.1,4,6.339144216,17.10296684
1950/11/30,63.1,3.9,6.587837838,23.7254902
1950/10/31,59.2,-8.9,-13.06901615,16.07843137
1950/9/30,68.1,-7.7,-10.15831135,30.21032505
1950/8/31,75.8,-1.7,-2.193548387,61.27659574
1950/7/31,77.5,0.9,1.174934726,98.71794872
1950/6/30,76.6,1.9,2.543507363,142.4050633
1950/5/31,74.7,6.6,9.691629956,129.1411043
1950/4/30,68.1,6,9.661835749,91.83098592
1950/3/31,62.1,1.6,2.644628099,80
1950/2/28,60.5,1.4,2.368866328,93.29073482
1950/1/31,59.1,1.8,3.141361257,79.63525836
1949/12/31,57.3,6.3,12.35294118,63.71428571
1949/11/30,51,0,0,20.28301887
1949/10/31,51,-1.3,-2.485659656,8.050847458
1949/9/30,52.3,5.3,11.27659574,24.2280285
1949/8/31,47,8,20.51282051,4.21286031
1949/7/31,39,7.4,23.41772152,-19.4214876
1949/6/30,31.6,-1,-3.067484663,-40.37735849
1949/5/31,32.6,-2.9,-8.169014085,-34.14141414
1949/4/30,35.5,1,2.898550725,-21.8061674
1949/3/31,34.5,3.2,10.22364217,-20.32332564
1949/2/28,31.3,-1.6,-4.863221884,-37.64940239
1949/1/31,32.9,-2.1,-6,-36.36363636
1948/12/31,35,-7.4,-17.45283019,#DIV/0!
1948/11/30,42.4,-4.8,-10.16949153,#DIV/0!
1948/10/31,47.2,5.1,12.11401425,#DIV/0!
1948/9/30,42.1,-3,-6.651884701,#DIV/0!
1948/8/31,45.1,-3.3,-6.818181818,#DIV/0!
1948/7/31,48.4,-4.6,-8.679245283,#DIV/0!
1948/6/30,53,3.5,7.070707071,#DIV/0!
1948/5/31,49.5,4.1,9.030837004,#DIV/0!
1948/4/30,45.4,2.1,4.849884527,#DIV/0!
1948/3/31,43.3,-6.9,-13.74501992,#DIV/0!
1948/2/29,50.2,-1.5,-2.901353965,#DIV/0!
1948/1/31,51.7,0,,#DIV/0!
