Date,Price,Change,MoM,YoY
1966/8/31,77.1,-6.5,-7.775119617,-11.5521395
1966/7/29,83.6,-1.14,-1.34529148,-1.935483871
1966/6/30,84.74,-1.39,-1.613839545,0.73704232
1966/5/31,86.13,-4.93,-5.414012739,-2.589911785
1966/4/29,91.06,1.83,2.050879749,2.188306587
1966/3/31,89.23,-1.99,-2.181539136,3.563138347
1966/2/28,91.22,-1.66,-1.787252369,4.334896489
1966/1/31,92.88,0.45,0.486854917,6.075833714
1965/12/31,92.43,0.82,0.895098788,9.061946903
1965/11/30,91.61,-0.81,-0.876433672,8.516939114
1965/10/29,92.42,2.46,2.734548688,8.90879095
1965/9/30,89.96,2.79,3.200642423,6.866239012
1965/8/31,87.17,1.92,2.252199413,6.525724062
1965/7/30,85.25,1.13,1.343319068,2.488578985
1965/6/30,84.12,-4.3,-4.863153133,2.974660301
1965/5/31,88.42,-0.69,-0.774323869,10.01617519
1965/4/30,89.11,2.95,3.423862581,12.14447521
1965/3/31,86.16,-1.27,-1.452590644,9.090909091
1965/2/26,87.43,-0.13,-0.148469621,12.37789203
1965/1/29,87.56,2.81,3.315634218,13.65524403
1964/12/31,84.75,0.33,0.39090263,12.9698747
1964/11/30,84.42,-0.44,-0.518501061,15.2806227
1964/10/30,84.86,0.68,0.807792825,14.66018106
1964/9/30,84.18,2.35,2.871807406,17.40585774
1964/8/31,81.83,-1.35,-1.622986295,12.86896552
1964/7/31,83.18,1.49,1.823968662,20.3240272
1964/6/30,81.69,1.32,1.642403882,17.75983855
1964/5/29,80.37,0.91,1.145230305,13.51694915
1964/4/30,79.46,0.48,0.607748797,13.83954155
1964/3/31,78.98,1.18,1.516709512,18.64203094
1964/2/28,77.8,0.76,0.986500519,21.01415461
1964/1/31,77.04,2.02,2.692615303,16.37462236
1963/12/31,75.02,1.79,2.444353407,18.89064976
1963/11/29,73.23,-0.78,-1.053911634,17.61965949
1963/10/31,74.01,2.31,3.221757322,30.9447983
1963/9/30,71.7,-0.8,-1.103448276,27.42136129
1963/8/30,72.5,3.37,4.874873427,22.63193505
1963/7/31,69.13,-0.24,-0.345970881,18.71887343
1963/6/28,69.37,-1.43,-2.019774011,26.70319635
1963/5/31,70.8,1,1.432664756,18.73218179
1963/4/30,69.8,3.23,4.852035451,6.989576947
1963/3/29,66.57,2.28,3.546430238,-4.284687275
1963/2/28,64.29,-1.91,-2.885196375,-8.104631218
1963/1/31,66.2,3.1,4.912836767,-3.834979663
1962/12/31,63.1,0.84,1.349180854,-11.80992313
1962/11/30,62.26,5.74,10.1556971,-12.70330903
1962/10/31,56.52,0.25,0.444286476,-17.63334305
1962/9/28,56.27,-2.85,-4.820703654,-15.67510865
1962/8/31,59.12,0.89,1.528421776,-13.14822976
1962/7/31,58.23,3.48,6.356164384,-12.77711204
1962/6/29,54.75,-4.88,-8.183800101,-15.30012376
1962/5/31,59.63,-5.61,-8.599019007,-10.41165865
1962/4/30,65.24,-4.31,-6.19698059,-0.107181136
1962/3/30,69.55,-0.41,-0.586049171,6.901321857
1962/2/28,69.96,1.12,1.626961069,10.27742749
1962/1/31,68.84,-2.71,-3.787561146,11.42764649
1961/12/29,71.55,0.23,0.322490185,23.1285493
1961/11/30,71.32,2.7,3.934712912,28.41195535
1961/10/31,68.62,1.89,2.832309306,28.52594119
1961/9/29,66.73,-1.34,-1.968561775,24.68236173
1961/8/31,68.07,1.31,1.962252846,19.50491573
1961/7/31,66.76,2.12,3.27970297,20.26661863
1961/6/30,64.64,-1.92,-2.884615385,13.56289529
1961/5/31,66.56,1.25,1.913948859,19.21905785
1961/4/28,65.31,0.25,0.384260682,20.12139047
1961/3/31,65.06,1.62,2.553593947,17.5641489
1961/2/28,63.44,1.66,2.686953707,13.04347826
1961/1/31,61.78,3.67,6.315608329,11.09512678
1960/12/30,58.11,2.57,4.627295643,-2.972115545
1960/11/30,55.54,2.15,4.026971343,-4.701441318
1960/10/31,53.39,-0.13,-0.242899851,-7.180111266
1960/9/30,53.52,-3.44,-6.039325843,-5.907172996
1960/8/31,56.96,1.45,2.612141956,-4.429530201
1960/7/29,55.51,-1.41,-2.477160928,-8.263097009
1960/6/30,56.92,1.09,1.952355364,-2.650932102
1960/5/31,55.83,1.46,2.685304396,-4.856850716
1960/4/29,54.37,-0.97,-1.752800867,-5.591248481
1960/3/31,55.34,-0.78,-1.389878831,-0.18037518
1960/2/29,56.12,0.51,0.917101241,1.281357156
1960/1/29,55.61,-4.28,-7.146435131,0.342836521
1959/12/31,59.89,1.61,2.762525738,8.476725231
1959/11/30,58.28,0.76,1.321279555,11.05182927
1959/10/30,57.52,0.64,1.125175809,12.05922462
1959/9/30,56.88,-2.72,-4.563758389,13.62365162
1959/8/31,59.6,-0.91,-1.503883656,24.81675393
1959/7/31,60.51,2.04,3.488968702,28.22631914
1959/6/30,58.47,-0.21,-0.357873211,29.24403183
1959/5/29,58.68,1.09,1.892689703,33.09140395
1959/4/30,57.59,2.15,3.878066378,32.57366483
1959/3/31,55.44,0.03,0.054141852,31.68646081
1959/2/27,55.41,-0.01,-0.018044027,35.67580803
1959/1/30,55.42,0.21,0.380365876,32.90167866
1958/12/31,55.21,2.73,5.201981707,38.05951488
1958/11/28,52.48,1.15,2.240405221,25.79098754
1958/10/31,51.33,1.27,2.536955653,25.0121773
1958/9/30,50.06,2.31,4.837696335,18.01037247
1958/8/29,47.75,0.56,1.186692096,5.594869527
1958/7/31,47.19,1.95,4.310344828,-1.502817783
1958/6/30,45.24,1.15,2.608301202,-4.496516783
1958/5/30,44.09,0.65,1.496316759,-7.041956568
1958/4/30,43.44,1.34,3.182897862,-5.028421513
1958/3/31,42.1,1.26,3.085210578,-4.556789844
1958/2/28,40.84,-0.86,-2.06235012,-5.594082293
1958/1/31,41.7,1.71,4.276069017,-6.75313059
1957/12/31,39.99,-1.73,-4.146692234,-14.31326334
1957/11/29,41.72,0.66,1.607403799,-7.453416149
1957/10/31,41.06,-1.36,-3.206034889,-9.916630101
1957/9/30,42.42,-2.8,-6.191950464,-6.460859978
1957/8/30,45.22,-2.69,-5.614694218,-4.820037887
1957/7/31,47.91,0.54,1.139962001,-2.996558008
1957/6/28,47.37,-0.06,-0.126502214,0.851607409
1957/5/31,47.43,1.69,3.694796677,4.933628319
1957/4/30,45.74,1.63,3.695307187,-5.456800331
1957/3/29,44.11,0.85,1.964863615,-9.014026403
1957/2/28,43.26,-1.46,-3.264758497,-4.587560653
1957/1/31,44.72,-1.95,-4.178272981,2.053856686
1956/12/31,46.67,1.59,3.527062999,2.616534741
1956/11/30,45.08,-0.5,-1.096972356,-0.944847286
1956/10/31,45.58,0.23,0.507166483,7.652338214
1956/9/28,45.35,-2.16,-4.546411282,3.847034578
1956/8/31,47.51,-1.88,-3.80643855,10.02779064
1956/7/31,49.39,2.42,5.152224824,13.48805147
1956/6/29,46.97,1.77,3.915929204,14.4772118
1956/5/31,45.2,-3.18,-6.572964035,19.22975468
1956/4/30,48.38,-0.1,-0.206270627,27.44994731
1956/3/30,48.48,3.14,6.925452139,32.53143794
1956/2/29,45.34,1.52,3.468735737,23.3405876
1956/1/31,43.82,-1.66,-3.649956025,19.62871963
1955/12/30,45.48,-0.03,-0.065919578,26.40355753
1955/11/30,45.51,3.17,7.48700992,32.91471963
1955/10/31,42.34,-1.33,-3.045569041,33.6489899
1955/9/30,43.67,0.49,1.134784623,35.15939338
1955/8/31,43.18,-0.34,-0.78125,44.75360375
1955/7/29,43.52,2.49,6.068730197,40.93264249
1955/6/30,41.03,3.12,8.230018465,40.46559397
1955/5/31,37.91,-0.05,-0.131717597,29.87324426
1955/4/29,37.96,1.38,3.772553308,34.32413305
1955/3/31,36.58,-0.18,-0.489662677,35.78322197
1955/2/28,36.76,0.13,0.354900355,40.57361377
1955/1/31,36.63,0.65,1.8065592,40.45245399
1954/12/31,35.98,1.74,5.081775701,45.02216848
1954/11/30,34.24,2.56,8.080808081,38.28756058
1954/10/29,31.68,-0.63,-1.949860724,29.09535452
1954/9/30,32.31,2.48,8.313778076,38.37259101
1954/8/31,29.83,-1.05,-3.400259067,27.91595197
1954/7/30,30.88,1.67,5.71722013,24.76767677
1954/6/30,29.21,0.02,0.068516615,21.0024855
1954/5/31,29.19,0.93,3.290870488,18.94865526
1954/4/30,28.26,1.32,4.899777283,14.78472786
1954/3/31,26.94,0.79,3.021032505,6.524317912
1954/2/26,26.15,0.07,0.268404908,0.965250965
1954/1/29,26.08,1.27,5.118903668,-1.137225171
1953/12/31,24.81,0.05,0.201938611,-6.624012044
1953/11/30,24.76,0.22,0.896495518,-3.507404521
1953/10/30,24.54,1.19,5.096359743,0.081566069
1953/9/30,23.35,0.03,0.12864494,-4.849225754
1953/8/31,23.32,-1.43,-5.777777778,-6.831801838
1953/7/31,24.75,0.61,2.526926263,-2.559055118
1953/6/30,24.14,-0.4,-1.62999185,-3.28525641
1953/5/29,24.54,-0.08,-0.324939074,2.849958089
1953/4/30,24.62,-0.67,-2.649268486,5.574614065
1953/3/31,25.29,-0.61,-2.355212355,3.775133361
1953/2/27,25.9,-0.48,-1.819560273,11.34995701
1953/1/30,26.38,-0.19,-0.715092209,9.27920464
1952/12/31,26.57,0.91,3.546375682,11.77955406
1952/11/28,25.66,1.14,4.649265905,12.15034965
1952/10/31,24.52,-0.02,-0.081499593,6.887532694
1952/9/30,24.54,-0.49,-1.957650819,5.503009458
1952/8/29,25.03,-0.37,-1.456692913,7.517182131
1952/7/31,25.4,0.44,1.762820513,13.39285714
1952/6/30,24.96,1.1,4.61022632,19.08396947
1952/5/30,23.86,0.54,2.315608919,10.87360595
1952/4/30,23.32,-1.05,-4.308576118,3.967900134
1952/3/31,24.37,1.11,4.772141015,13.45437616
1952/2/29,23.26,-0.88,-3.645401823,6.697247706
1952/1/31,24.14,0.37,1.556583929,11.44967682
1951/12/31,23.77,0.89,3.88986014,16.3485071
1951/11/30,22.88,-0.06,-0.261551874,17.27319323
1951/10/31,22.94,-0.32,-1.375752365,17.46031746
1951/9/28,23.26,-0.02,-0.085910653,19.58868895
1951/8/31,23.28,0.88,3.928571429,26.38436482
1951/7/31,22.4,1.44,6.870229008,25.56053812
1951/6/29,20.96,-0.56,-2.602230483,18.48501979
1951/5/31,21.52,-0.91,-4.057066429,14.58998935
1951/4/30,22.43,0.95,4.422718808,24.88864143
1951/3/30,21.48,-0.32,-1.467889908,24.23366108
1951/2/28,21.8,0.14,0.646352724,26.59698026
1951/1/31,21.66,1.23,6.020558003,27.03812317
1950/12/29,20.43,0.92,4.715530497,21.67957117
1950/11/30,19.51,-0.02,-0.102406554,21.48194271
1950/10/31,19.53,0.08,0.411311054,21.75810474
1950/9/29,19.45,1.03,5.5917481,24.83953787
1950/8/31,18.42,0.58,3.251121076,21.02496715
1950/7/31,17.84,0.15,0.847936687,18.61702128
1950/6/30,17.69,-1.09,-5.804046858,24.92937853
1950/5/31,18.78,0.82,4.565701559,32.34672304
1950/4/28,17.96,0.67,3.875072296,22.09381373
1950/3/31,17.29,0.07,0.406504065,14.80743692
1950/2/28,17.22,0.17,0.997067449,17.78385773
1950/1/31,17.05,0.26,1.548540798,12.02365309
1949/12/30,16.79,0.73,4.545454545,10.46052632
1949/11/30,16.06,0.02,0.124688279,8.881355932
1949/10/31,16.04,0.46,2.952503209,-2.787878788
1949/9/30,15.58,0.36,2.365308804,0.581020013
1949/8/31,15.22,0.18,1.196808511,-4.696305573
1949/7/29,15.04,0.88,6.214689266,-5.110410095
1949/6/30,14.16,-0.03,-0.21141649,-15.41218638
1949/5/31,14.19,-0.52,-3.535010197,-14.97902936
1949/4/29,14.71,-0.35,-2.324037185,-4.974160207
1949/3/31,15.06,0.44,3.009575923,-0.132625995
1949/2/28,14.62,-0.6,-3.94218134,4.953338119
1949/1/31,15.22,0.02,0.131578947,3.678474114
1948/12/31,15.2,0.45,3.050847458,3.678474114
1948/11/30,14.75,-1.75,-10.60606061,3.678474114
1948/10/29,16.5,1.01,6.5203357,3.678474114
1948/9/30,15.49,-0.48,-3.005635567,3.678474114
1948/8/31,15.97,0.12,0.757097792,3.678474114
1948/7/30,15.85,-0.89,-5.31660693,3.678474114
1948/6/30,16.74,0.05,0.299580587,3.678474114
1948/5/31,16.69,1.21,7.816537468,3.678474114
1948/4/30,15.48,0.4,2.652519894,3.678474114
1948/3/31,15.08,1.15,8.255563532,3.678474114
1948/2/27,13.93,-0.75,-5.108991826,3.678474114
1948/1/30,14.68,0,0,3.678474114
