Date,Price,Change,PercentChange,dummy,
2012/8/9,36.47,6.02,19.77011494,1,
2012/8/2,30.45,2.33,8.285917496,1,
2012/7/26,28.12,5.93,26.72374944,1,
2012/7/19,22.19,-8.04,-26.59609659,0,
2012/7/12,30.23,-2.41,-7.383578431,0,
2012/7/5,32.64,3.97,13.84722707,1,
2012/6/28,28.67,-4.22,-12.83064761,0,
2012/6/21,32.89,-1.15,-3.378378378,0,
2012/6/14,34.04,6.59,24.00728597,1,
2012/6/7,27.45,-0.57,-2.034261242,0,
2012/5/31,28.02,-2.45,-8.040695766,0,
2012/5/24,30.47,6.89,29.21967769,1,
2012/5/17,23.58,-1.82,-7.165354331,0,
2012/5/10,25.4,-10,-28.24858757,0,
2012/5/3,35.4,7.76,28.07525326,1,
2012/4/26,27.64,-3.54,-11.35343169,0,
2012/4/19,31.18,3.04,10.80312722,1,
2012/4/12,28.14,-10.03,-26.27718103,0,
2012/4/5,38.17,-4.3,-10.12479397,0,
2012/3/29,42.47,0.09,0.212364323,1,
2012/3/22,42.38,-3.23,-7.081780311,0,
2012/3/15,45.61,3.23,7.621519585,1,
2012/3/8,42.38,-2.13,-4.785441474,0,
2012/3/1,44.51,0.82,1.876859693,1,
2012/2/23,43.69,0.98,2.294544603,1,
2012/2/16,42.71,-8.93,-17.29279628,0,
2012/2/9,51.64,7.83,17.87263182,1,
2012/2/2,43.81,-4.59,-9.483471074,0,
2012/1/26,48.4,1.17,2.477239043,1,
2012/1/19,47.23,-1.91,-3.886853887,0,
2012/1/12,49.14,0.26,0.531914894,1,
2012/1/5,48.88,8.28,20.39408867,1,
2011/12/29,40.6,6.87,20.36762526,1,
2011/12/22,33.73,-6.45,-16.05276257,0,
2011/12/15,40.18,1.61,4.174228675,1,
2011/12/8,38.57,5.53,16.73728814,1,
2011/12/1,33.04,0.33,1.00886579,1,
2011/11/24,32.71,-9.22,-21.98902933,0,
2011/11/17,41.93,-2.8,-6.259780908,0,
2011/11/10,44.73,4.55,11.32404181,1,
2011/11/3,40.18,-2.82,-6.558139535,0,
2011/10/27,43,7.02,19.51083936,1,
2011/10/20,35.98,-3.79,-9.529796329,0,
2011/10/13,39.77,4.54,12.88674425,1,
2011/10/6,35.23,2.72,8.366656413,1,
2011/9/29,32.51,7.18,28.34583498,1,
2011/9/22,25.33,-5.17,-16.95081967,0,
2011/9/15,30.5,0.28,0.926538716,1,
2011/9/8,30.22,-8.4,-21.7503884,0,
2011/9/1,38.62,2.18,5.982436883,1,
2011/8/25,36.44,0.88,2.474690664,1,
2011/8/18,35.56,2.13,6.371522585,1,
2011/8/11,33.43,6.27,23.08541973,1,
2011/8/4,27.16,-10.68,-28.22410148,0,
2011/7/28,37.84,-2.02,-5.06773708,0,
2011/7/21,39.86,0.55,1.39913508,1,
2011/7/14,39.31,-2.46,-5.889394302,0,
2011/7/7,41.77,3.46,9.031584443,1,
2011/6/30,38.31,0.85,2.269087026,1,
2011/6/23,37.46,8.46,29.17241379,1,
2011/6/16,29,4.58,18.75511876,1,
2011/6/9,24.42,-5.76,-19.08548708,0,
2011/6/2,30.18,4.57,17.84459196,1,
2011/5/26,25.61,-1.08,-4.046459348,0,
2011/5/19,26.69,-4.08,-13.25966851,0,
2011/5/12,30.77,-4.69,-13.22617033,0,
2011/5/5,35.46,-2.44,-6.437994723,0,
2011/4/28,37.9,5.74,17.84825871,1,
2011/4/21,32.16,-10.09,-23.8816568,0,
2011/4/14,42.25,-1.34,-3.074099564,0,
2011/4/7,43.59,1.78,4.2573547,1,
2011/3/31,41.81,4.07,10.78431373,1,
2011/3/24,37.74,9.25,32.46753247,1,
2011/3/17,28.49,-7.48,-20.79510703,0,
2011/3/10,35.97,-0.82,-2.22886654,0,
2011/3/3,36.79,0.16,0.436800437,1,
2011/2/24,36.63,-9.95,-21.36109918,0,
2011/2/17,46.58,-2.82,-5.708502024,0,
2011/2/10,49.4,-2.14,-4.152114862,0,
2011/2/3,51.54,9.5,22.59752617,1,
2011/1/27,42.04,-8.71,-17.16256158,0,
2011/1/20,50.75,-1.59,-3.037829576,0,
2011/1/13,52.34,-3.54,-6.335003579,0,
2011/1/6,55.88,4.27,8.273590389,1,
2010/12/30,51.61,-11.67,-18.44184576,0,
2010/12/23,63.28,13.05,25.98048975,1,
2010/12/16,50.23,-2.82,-5.315739868,0,
2010/12/9,53.05,3.39,6.826419654,1,
2010/12/2,49.66,2.26,4.767932489,1,
2010/11/25,47.4,7.4,18.5,1,
2010/11/18,40,-17.56,-30.50729673,0,
2010/11/11,57.56,9.33,19.34480614,1,
2010/11/4,48.23,-3,-5.855943783,0,
2010/10/28,51.23,1.61,3.244659412,1,
2010/10/21,49.62,2.52,5.350318471,1,
2010/10/14,47.1,-1.93,-3.936365491,0,
2010/10/7,49.03,6.5,15.28332941,1,
2010/9/30,42.53,-2.44,-5.425839449,0,
2010/9/23,44.97,-5.92,-11.63293378,0,
2010/9/16,50.89,7.02,16.00182357,1,
2010/9/9,43.87,13.07,42.43506494,1,
2010/9/2,30.8,10.06,48.50530376,1,
2010/8/26,20.74,-9.37,-31.11922949,0,
2010/8/19,30.11,-9.65,-24.27062374,0,
2010/8/12,39.76,9.37,30.83251069,1,
2010/8/5,30.39,-9.61,-24.025,0,
2010/7/29,40,7.84,24.37810945,1,
2010/7/22,32.16,-7.21,-18.31343663,0,
2010/7/15,39.37,18.43,88.01337154,1,
2010/7/8,20.94,-3.74,-15.15397083,0,
2010/7/1,24.68,-9.78,-28.38073128,0,
2010/6/24,34.46,-7.99,-18.8221437,0,
2010/6/17,42.45,7.97,23.11484919,1,
2010/6/10,34.48,-2.61,-7.03693718,0,
2010/6/3,37.09,7.26,24.33791485,1,
2010/5/27,29.83,-11.47,-27.77239709,0,
2010/5/20,41.3,4.7,12.84153005,1,
2010/5/13,36.6,-2.53,-6.465627396,0,
2010/5/6,39.13,-2.23,-5.391682785,0,
2010/4/29,41.36,3.24,8.499475341,1,
2010/4/22,38.12,-10.36,-21.36963696,0,
2010/4/15,48.48,5.62,13.11245917,1,
2010/4/8,42.86,1.56,3.777239709,1,
2010/4/1,41.3,8.91,27.50849027,1,
2010/3/25,32.39,-2.98,-8.425219112,0,
2010/3/18,35.37,-9.92,-21.90328991,0,
2010/3/11,45.29,9.43,26.29670943,1,
2010/3/4,35.86,0.97,2.780166237,1,
2010/2/25,34.89,-0.96,-2.677824268,0,
2010/2/18,35.85,-0.9,-2.448979592,0,
2010/2/11,36.75,7.52,25.72699282,1,
2010/2/4,29.23,-5.77,-16.48571429,0,
2010/1/28,35,-5,-12.5,0,
2010/1/21,40,-7.44,-15.68296796,0,
2010/1/14,47.44,6.44,15.70731707,1,
2010/1/7,41,-8.18,-16.63277755,0,
2009/12/31,49.18,11.5,30.52016985,1,
2009/12/24,37.68,-4.43,-10.52006649,0,
2009/12/17,42.11,-0.57,-1.33552015,0,
2009/12/10,42.68,1.1,2.645502646,1,
2009/12/3,41.58,-0.08,-0.192030725,0,
2009/11/26,41.66,-1.07,-2.504095483,0,
2009/11/19,42.73,4.13,10.69948187,1,
2009/11/12,38.6,16.38,73.71737174,1,
2009/11/5,22.22,-11.43,-33.96731055,0,
2009/10/29,33.65,-6.83,-16.87252964,0,
2009/10/22,40.48,-6.82,-14.41860465,0,
2009/10/15,47.3,12.21,34.79623824,1,
2009/10/8,35.09,-8.46,-19.42594719,0,
2009/10/1,43.55,4.46,11.40956766,1,
2009/9/24,39.09,-3.05,-7.237778832,0,
2009/9/17,42.14,4.81,12.88507902,1,
2009/9/10,37.33,-0.64,-1.685541217,0,
2009/9/3,37.97,3.99,11.74220129,1,
2009/8/27,33.98,-0.09,-0.264162019,0,
2009/8/20,34.07,-16.93,-33.19607843,0,
2009/8/13,51,1,2,1,
2009/8/6,50,2.33,4.887770086,1,
2009/7/30,47.67,10.07,26.78191489,1,
2009/7/23,37.6,8.92,31.10181311,1,
2009/7/16,28.68,0.77,2.758867789,1,
2009/7/9,27.91,-9.93,-26.24207188,0,
2009/7/2,37.84,9.84,35.14285714,1,
2009/6/25,28,-5.33,-15.99159916,0,
2009/6/18,33.33,-5.92,-15.08280255,0,
2009/6/11,39.25,-8.31,-17.47266611,0,
2009/6/4,47.56,7.19,17.81025514,1,
2009/5/28,40.37,6.65,19.72123369,1,
2009/5/21,33.72,-10.09,-23.0312714,0,
2009/5/14,43.81,-0.28,-0.635064641,0,
2009/5/7,44.09,8,22.16680521,1,
2009/4/30,36.09,4.27,13.41923319,1,
2009/4/23,31.82,-12.32,-27.91119166,0,
2009/4/16,44.14,8.43,23.60683282,1,
2009/4/9,35.71,-6.95,-16.29160806,0,
2009/4/2,42.66,3.53,9.021211347,1,
2009/3/26,39.13,-5.93,-13.1602308,0,
2009/3/19,45.06,17.42,63.02460203,1,
2009/3/12,27.64,8.72,46.08879493,1,
2009/3/5,18.92,-5.38,-22.1399177,0,
2009/2/26,24.3,2.66,12.29205176,1,
2009/2/19,21.64,-11.27,-34.24491036,0,
2009/2/12,32.91,8.28,33.61753959,1,
2009/2/5,24.63,-0.64,-2.532647408,0,
2009/1/29,25.27,-1.94,-7.129731716,0,
2009/1/22,27.21,-0.42,-1.520086862,0,
2009/1/15,27.63,-21.07,-43.26488706,0,
2009/1/8,48.7,24.7,102.9166667,1,
2009/1/1,24,-4.95,-17.0984456,0,
2008/12/25,28.95,-10.78,-27.13314875,0,
2008/12/18,39.73,2.23,5.946666667,1,
2008/12/11,37.5,10.83,40.60742407,1,
2008/12/4,26.67,-4.58,-14.656,0,
2008/11/27,31.25,6.88,28.23143209,1,
2008/11/20,24.37,-13.96,-36.42055831,0,
2008/11/13,38.33,-6.5,-14.49921927,0,
2008/11/6,44.83,7.69,20.70543888,1,
2008/10/30,37.14,-1.6,-4.13009809,0,
2008/10/23,38.74,-2.2,-5.373717636,0,
2008/10/16,40.94,9.47,30.09215126,1,
2008/10/9,31.47,-1.86,-5.580558056,0,
2008/10/2,33.33,-0.71,-2.085781434,0,
2008/9/25,34.04,6.83,25.10106578,1,
2008/9/18,27.21,-2.06,-7.037922788,0,
2008/9/11,29.27,-7.77,-20.97732181,0,
2008/9/4,37.04,6.36,20.73011734,1,
2008/8/28,30.68,-7.42,-19.47506562,0,
2008/8/21,38.1,-4.76,-11.10592627,0,
2008/8/14,42.86,7.25,20.35944959,1,
2008/8/7,35.61,-4.39,-10.975,0,
2008/7/31,40,4.18,11.6694584,1,
2008/7/24,35.82,10.82,43.28,1,
2008/7/17,25,2.83,12.76499774,1,
2008/7/10,22.17,-1.76,-7.354784789,0,
2008/7/3,23.93,-7.32,-23.424,0,
2008/6/26,31.25,-1.73,-5.245603396,0,
2008/6/19,32.98,1.73,5.536,1,
2008/6/12,31.25,-12.23,-28.12787489,0,
2008/6/5,43.48,12.12,38.64795918,1,
2008/5/29,31.36,-14.94,-32.26781857,0,
2008/5/22,46.3,1.14,2.524357839,1,
2008/5/15,45.16,-7.65,-14.48589282,0,
2008/5/8,52.81,-0.48,-0.900731845,0,
2008/5/1,53.29,6.62,14.18470109,1,
2008/4/24,46.67,16.3,53.67138624,1,
2008/4/17,30.37,-15.39,-33.63199301,0,
2008/4/10,45.76,9.06,24.6866485,1,
2008/4/3,36.7,-4.9,-11.77884615,0,
2008/3/27,41.6,16.39,65.01388338,1,
2008/3/20,25.21,4.79,23.45739471,1,
2008/3/13,20.42,-1.56,-7.097361237,0,
2008/3/6,21.98,-12.33,-35.93704459,0,
2008/2/28,34.31,1.13,3.405666064,1,
2008/2/21,33.18,-0.15,-0.450045005,0,
2008/2/14,33.33,-0.78,-2.286719437,0,
2008/2/7,34.11,4.03,13.39760638,1,
2008/1/31,30.08,4.94,19.64996022,1,
2008/1/24,25.14,0.84,3.456790123,1,
2008/1/17,24.3,4.67,23.79011717,1,
2008/1/10,19.63,-6.08,-23.64838584,0,
2008/1/3,25.71,-4.29,-14.3,0,
2007/12/27,30,-5.85,-16.31799163,0,
2007/12/20,35.85,-11.77,-24.71650567,0,
2007/12/13,47.62,6.97,17.14637146,1,
2007/12/6,40.65,12.08,42.28211411,1,
2007/11/29,28.57,2.99,11.68881939,1,
2007/11/22,25.58,-7.43,-22.50833081,0,
2007/11/15,33.01,-3.18,-8.786957723,0,
2007/11/8,36.19,-8.52,-19.05613957,0,
2007/11/1,44.71,13.46,43.072,1,
2007/10/25,31.25,-10.71,-25.52430887,0,
2007/10/18,41.96,-12.68,-23.20644217,0,
2007/10/11,54.64,2.83,5.462265972,1,
2007/10/4,51.81,2.44,4.942272635,1,
2007/9/27,49.37,10.13,25.81549439,1,
2007/9/20,39.24,-0.76,-1.9,0,
2007/9/13,40,1.62,4.220948411,1,
2007/9/6,38.38,-1.92,-4.76426799,0,
2007/8/30,40.3,-0.98,-2.374031008,0,
2007/8/23,41.28,-0.94,-2.22643297,0,
2007/8/16,42.22,-3.54,-7.736013986,0,
2007/8/9,45.76,-0.12,-0.261551874,0,
2007/8/2,45.88,1.67,3.777425922,1,
2007/7/26,44.21,2.44,5.841513048,1,
2007/7/19,41.77,-1.87,-4.285059578,0,
2007/7/12,43.64,-0.2,-0.45620438,0,
2007/7/5,43.84,4.82,12.35263967,1,
2007/6/28,39.02,-4.14,-9.592215014,0,
2007/6/21,43.16,5.86,15.71045576,1,
2007/6/14,37.3,-3.29,-8.105444691,0,
2007/6/7,40.59,7.26,21.78217822,1,
2007/5/31,33.33,-4.02,-10.76305221,0,
2007/5/24,37.35,-1.04,-2.709038812,0,
2007/5/17,38.39,-4.47,-10.42930471,0,
2007/5/10,42.86,14.29,50.01750088,1,
2007/5/3,28.57,-10.67,-27.19164118,0,
2007/4/26,39.24,-7.7,-16.4039199,0,
2007/4/19,46.94,6.09,14.90820073,1,
2007/4/12,40.85,8.59,26.62740236,1,
2007/4/5,32.26,-10.42,-24.41424555,0,
2007/3/29,42.68,-1.2,-2.734731085,0,
2007/3/22,43.88,10.89,33.01000303,1,
2007/3/15,32.99,-2.81,-7.849162011,0,
2007/3/8,35.8,-0.83,-2.265902266,0,
2007/3/1,36.63,-17.22,-31.97771588,0,
2007/2/22,53.85,6.28,13.20159765,1,
2007/2/15,47.57,1.42,3.076923077,1,
2007/2/8,46.15,-0.17,-0.36701209,0,
2007/2/1,46.32,6.81,17.23614275,1,
2007/1/25,39.51,-18.27,-31.61993769,0,
2007/1/18,57.78,13.34,30.0180018,1,
2007/1/11,44.44,-4.7,-9.564509565,0,
2007/1/4,49.14,3.14,6.826086957,1,
2006/12/28,46,6.92,17.70726714,1,
2006/12/21,39.08,-2.25,-5.443987418,0,
2006/12/14,41.33,2.39,6.137647663,1,
2006/12/7,38.94,-1.28,-3.182496271,0,
2006/11/30,40.22,-1.72,-4.101096805,0,
2006/11/23,41.94,-4.62,-9.922680412,0,
2006/11/16,46.56,-4.04,-7.984189723,0,
2006/11/9,50.6,6.85,15.65714286,1,
2006/11/2,43.75,-8.42,-16.1395438,0,
2006/10/26,52.17,-2.03,-3.745387454,0,
2006/10/19,54.2,5.22,10.65741119,1,
2006/10/12,48.98,11.2,29.64531498,1,
2006/10/5,37.78,-13.54,-26.38347623,0,
2006/9/28,51.32,3.57,7.476439791,1,
2006/9/21,47.75,-0.2,-0.417101147,0,
2006/9/14,47.95,4.96,11.53756688,1,
2006/9/7,42.99,1.42,3.415924946,1,
2006/8/31,41.57,2.22,5.641677255,1,
2006/8/24,39.35,8.82,28.88961677,1,
2006/8/17,30.53,-6.06,-16.56190216,0,
2006/8/10,36.59,5.13,16.30642085,1,
2006/8/3,31.46,-3.42,-9.805045872,0,
2006/7/27,34.88,11.03,46.24737945,1,
2006/7/20,23.85,-12.65,-34.65753425,0,
2006/7/13,36.5,-1.2,-3.183023873,0,
2006/7/6,37.7,-0.9,-2.331606218,0,
2006/6/29,38.6,4.2,12.20930233,1,
2006/6/22,34.4,7.99,30.25369178,1,
2006/6/15,26.41,0.18,0.686237133,1,
2006/6/8,26.23,-4.54,-14.75463113,0,
2006/6/1,30.77,-2.27,-6.870460048,0,
2006/5/25,33.04,-6.35,-16.12084285,0,
2006/5/18,39.39,-15.51,-28.25136612,0,
2006/5/11,54.9,9.01,19.63390717,1,
2006/5/4,45.89,3.78,8.976490145,1,
2006/4/27,42.11,8.38,24.84435221,1,
2006/4/20,33.73,-11.63,-25.63932981,0,
2006/4/13,45.36,-2.31,-4.845814978,0,
2006/4/6,47.67,10.46,28.11072292,1,
2006/3/30,37.21,-6.54,-14.94857143,0,
2006/3/23,43.75,-2.8,-6.015037594,0,
2006/3/16,46.55,5.34,12.9580199,1,
2006/3/9,41.21,0.27,0.65950171,1,
2006/3/2,40.94,-2.27,-5.253413562,0,
2006/2/23,43.21,3.03,7.541065207,1,
2006/2/16,40.18,-0.01,-0.024881811,0,
2006/2/9,40.19,-4.51,-10.08948546,0,
2006/2/2,44.7,13.93,45.27136822,1,
2006/1/26,30.77,-19.23,-38.46,0,
2006/1/19,50,-8.96,-15.19674355,0,
2006/1/12,58.96,29.61,100.8858603,1,
2006/1/5,29.35,-7.95,-21.31367292,0,
2005/12/29,37.3,-3.73,-9.090909091,0,
2005/12/22,41.03,-5.12,-11.09425785,0,
2005/12/15,46.15,-3.32,-6.711138063,0,
2005/12/8,49.47,-3,-5.717552887,0,
2005/12/1,52.47,-4.86,-8.477237049,0,
2005/11/24,57.33,3.7,6.899123625,1,
2005/11/17,53.63,-4.99,-8.512453088,0,
2005/11/10,58.62,15.67,36.48428405,1,
2005/11/3,42.95,10.9,34.00936037,1,
2005/10/27,32.05,-11.06,-25.65530039,0,
2005/10/20,43.11,4.15,10.65195072,1,
2005/10/13,38.96,-11.04,-22.08,0,
2005/10/6,50,18.12,56.83814304,1,
2005/9/29,31.88,-7.59,-19.22979478,0,
2005/9/22,39.47,-11.96,-23.25490959,0,
2005/9/15,51.43,9.12,21.5551879,1,
2005/9/8,42.31,10.55,33.21788413,1,
2005/9/1,31.76,-4.38,-12.11953514,0,
2005/8/25,36.14,6.85,23.38682144,1,
2005/8/18,29.29,-10.45,-26.2959235,0,
2005/8/11,39.74,-8.09,-16.91407067,0,
2005/8/4,47.83,-9.69,-16.84631433,0,
2005/7/28,57.52,16.34,39.67945605,1,
2005/7/21,41.18,-16.71,-28.86508896,0,
2005/7/14,57.89,14.88,34.59660544,1,
2005/7/7,43.01,-2.88,-6.275877097,0,
2005/6/30,45.89,-0.7,-1.502468341,0,
2005/6/23,46.59,-1.46,-3.038501561,0,
2005/6/16,48.05,2.07,4.501957373,1,
2005/6/9,45.98,-2.63,-5.410409381,0,
2005/6/2,48.61,4.47,10.12686905,1,
2005/5/26,44.14,5.22,13.41212744,1,
2005/5/19,38.92,8.4,27.52293578,1,
2005/5/12,30.52,1.95,6.825341267,1,
2005/5/5,28.57,-1.18,-3.966386555,0,
2005/4/28,29.75,-7.09,-19.24538545,0,
2005/4/21,36.84,20.36,123.5436893,1,
2005/4/14,16.48,-11.26,-40.59120404,0,
2005/4/7,27.74,-0.69,-2.427013718,0,
2005/3/31,28.43,5.2,22.38484718,1,
2005/3/24,23.23,-9.24,-28.45703727,0,
2005/3/17,32.47,-17.19,-34.61538462,0,
2005/3/10,49.66,10.15,25.68969881,1,
2005/3/3,39.51,7.69,24.16719045,1,
2005/2/24,31.82,-4.54,-12.48624862,0,
2005/2/17,36.36,-7.39,-16.89142857,0,
2005/2/10,43.75,2.08,4.991600672,1,
2005/2/3,41.67,15.24,57.66174801,1,
2005/1/27,26.43,-7.23,-21.47950089,0,
2005/1/20,33.66,-0.33,-0.970873786,0,
2005/1/13,33.99,-4.11,-10.78740157,0,
2005/1/6,38.1,-19.56,-33.92299688,0,
2004/12/30,57.66,-2.57,-4.26697659,0,
2004/12/23,60.23,7.7,14.6582905,1,
2004/12/16,52.53,1.18,2.297955209,1,
2004/12/9,51.35,-5.41,-9.531360113,0,
2004/12/2,56.76,7.28,14.71301536,1,
2004/11/25,49.48,-14.62,-22.80811232,0,
2004/11/18,64.1,1.6,2.56,1,
2004/11/11,62.5,5.36,9.380469023,1,
2004/11/4,57.14,14.83,35.05081541,1,
2004/10/28,42.31,-0.17,-0.400188324,0,
2004/10/21,42.48,-2.23,-4.987698501,0,
2004/10/14,44.71,-12.22,-21.46495696,0,
2004/10/7,56.93,15.86,38.61699537,1,
2004/9/30,41.07,-10.13,-19.78515625,0,
2004/9/23,51.2,5.75,12.65126513,1,
2004/9/16,45.45,-5.05,-10,0,
2004/9/9,50.5,8.99,21.65743194,1,
2004/9/2,41.51,-0.02,-0.048157958,0,
2004/8/26,41.53,6.65,19.06536697,1,
2004/8/19,34.88,-3.69,-9.567021001,0,
2004/8/12,38.57,7.58,24.45950307,1,
2004/8/5,30.99,-3.01,-8.852941176,0,
2004/7/29,34,-1.71,-4.788574629,0,
2004/7/22,35.71,-11.66,-24.61473506,0,
2004/7/15,47.37,-7.73,-14.02903811,0,
2004/7/8,55.1,-1.87,-3.282429349,0,
2004/7/1,56.97,0.56,0.992731785,1,
2004/6/24,56.41,15,36.22313451,1,
2004/6/17,41.41,-13.85,-25.06333695,0,
2004/6/10,55.26,21.93,65.79657966,1,
2004/6/3,33.33,-2.78,-7.698698421,0,
2004/5/27,36.11,-0.56,-1.527133897,0,
2004/5/20,36.67,3.78,11.49285497,1,
2004/5/13,32.89,-6.09,-15.62339661,0,
2004/5/6,38.98,-11.02,-22.04,0,
2004/4/29,50,0,0,0,
2004/4/22,50,-13.75,-21.56862745,0,
2004/4/15,63.75,4.97,8.45525689,1,
2004/4/8,58.78,3.61,6.543411274,1,
2004/4/1,55.17,23.69,75.25412961,1,
2004/3/25,31.48,-7.12,-18.44559585,0,
2004/3/18,38.6,-2.69,-6.514894648,0,
2004/3/11,41.29,-6.54,-13.67342672,0,
2004/3/4,47.83,6.25,15.03126503,1,
2004/2/26,41.58,-14.87,-26.34189548,0,
2004/2/19,56.45,0.35,0.623885918,1,
2004/2/12,56.1,5.19,10.19446081,1,
2004/2/5,50.91,-5.97,-10.49578059,0,
2004/1/29,56.88,-12.63,-18.17004748,0,
2004/1/22,69.51,3.22,4.857444562,1,
2004/1/15,66.29,-0.87,-1.295413937,0,
2004/1/8,67.16,4.75,7.610959782,1,
2004/1/1,62.41,-3.11,-4.746642247,0,
2003/12/25,65.52,5.32,8.837209302,1,
2003/12/18,60.2,4.94,8.939558451,1,
2003/12/11,55.26,-14.11,-20.3402047,0,
2003/12/4,69.37,8.99,14.8890361,1,
2003/11/27,60.38,7.15,13.43227503,1,
2003/11/20,53.23,-0.1,-0.187511719,0,
2003/11/13,53.33,-4.25,-7.381035082,0,
2003/11/6,57.58,-0.23,-0.397855042,0,
2003/10/30,57.81,5.03,9.530125047,1,
2003/10/23,52.78,-7.56,-12.52900232,0,
2003/10/16,60.34,2.76,4.793331018,1,
2003/10/9,57.58,7.58,15.16,1,
2003/10/2,50,-7.28,-12.70949721,0,
2003/9/25,57.28,-5.47,-8.717131474,0,
2003/9/18,62.75,4.61,7.929136567,1,
2003/9/11,58.14,-4.16,-6.677367576,0,
2003/9/4,62.3,5.6,9.87654321,1,
2003/8/28,56.7,-6.26,-9.942820839,0,
2003/8/21,62.96,12.4,24.52531646,1,
2003/8/14,50.56,5.11,11.24312431,1,
2003/8/7,45.45,-6.09,-11.81606519,0,
2003/7/31,51.54,-0.46,-0.884615385,0,
2003/7/24,52,0.74,1.443620757,1,
2003/7/17,51.26,8.02,18.54764107,1,
2003/7/10,43.24,2.06,5.002428363,1,
2003/7/3,41.18,-30.25,-42.34915302,0,
2003/6/26,71.43,15.02,26.62648467,1,
2003/6/19,56.41,6.41,12.82,1,
2003/6/12,50,-2,-3.846153846,0,
2003/6/5,52,-10.86,-17.27648743,0,
2003/5/29,62.86,24.4,63.4425377,1,
2003/5/22,38.46,-24.33,-38.74820831,0,
2003/5/15,62.79,9.99,18.92045455,1,
2003/5/8,52.8,4.23,8.709079679,1,
2003/5/1,48.57,-14.43,-22.9047619,0,
2003/4/24,63,16.7,36.06911447,1,
2003/4/17,46.3,7.84,20.38481539,1,
2003/4/10,38.46,6.11,18.88717156,1,
2003/4/3,32.35,-7.07,-17.93505835,0,
2003/3/27,39.42,-3.44,-8.026131591,0,
2003/3/20,42.86,8.57,24.99270924,1,
2003/3/13,34.29,0.96,2.880288029,1,
2003/3/6,33.33,7.31,28.09377402,1,
2003/2/27,26.02,4.97,23.61045131,1,
2003/2/20,21.05,-0.85,-3.881278539,0,
2003/2/13,21.9,-0.96,-4.199475066,0,
2003/2/6,22.86,-2.67,-10.45828437,0,
2003/1/30,25.53,0.53,2.12,1,
2003/1/23,25,-4.17,-14.29550908,0,
2003/1/16,29.17,-8.93,-23.43832021,0,
2003/1/9,38.1,5.67,17.48381129,1,
2003/1/2,32.43,-7.57,-18.925,0,
2002/12/26,40,-2.86,-6.672888474,0,
2002/12/19,42.86,1.48,3.576607057,1,
2002/12/12,41.38,-11.56,-21.8360408,0,
2002/12/5,52.94,1.88,3.681942812,1,
2002/11/28,51.06,0.5,0.988924051,1,
2002/11/21,50.56,1.91,3.926002055,1,
2002/11/14,48.65,-1.35,-2.7,0,
2002/11/7,50,-1.47,-2.85603264,0,
2002/10/31,51.47,6.89,15.45536115,1,
2002/10/24,44.58,5.11,12.94654168,1,
2002/10/17,39.47,10.62,36.81109185,1,
2002/10/10,28.85,-6.36,-18.06305027,0,
2002/10/3,35.21,10.7,43.65565075,1,
2002/9/26,24.51,-9.27,-27.44227353,0,
2002/9/19,33.78,-4.58,-11.93952033,0,
2002/9/12,38.36,6.88,21.85514612,1,
2002/9/5,31.48,-18.52,-37.04,0,
2002/8/29,50,6.25,14.28571429,1,
2002/8/22,43.75,5.82,15.34405484,1,
2002/8/15,37.93,0.23,0.610079576,1,
2002/8/8,37.7,3.49,10.20169541,1,
2002/8/1,34.21,6.3,22.57255464,1,
2002/7/25,27.91,1.66,6.323809524,1,
2002/7/18,26.25,-8.8,-25.10699001,0,
2002/7/11,35.05,8.49,31.96536145,1,
2002/7/4,26.56,-4.41,-14.2395867,0,
2002/6/27,30.97,-14.74,-32.24677313,0,
2002/6/20,45.71,13.89,43.65179133,1,
2002/6/13,31.82,-0.97,-2.958218969,0,
2002/6/6,32.79,4.53,16.02972399,1,
2002/5/30,28.26,2.07,7.903780069,1,
2002/5/23,26.19,-10.6,-28.81217722,0,
2002/5/16,36.79,6.53,21.57964309,1,
2002/5/9,30.26,3.23,11.94968553,1,
2002/5/2,27.03,-9.64,-26.28851923,0,
2002/4/25,36.67,-3.53,-8.781094527,0,
2002/4/18,40.2,11.99,42.50265863,1,
2002/4/11,28.21,-12.27,-30.31126482,0,
2002/4/4,40.48,-10.68,-20.87568413,0,
2002/3/28,51.16,-2.07,-3.88878452,0,
2002/3/21,53.23,-3.22,-5.704162976,0,
2002/3/14,56.45,3.12,5.850365648,1,
2002/3/7,53.33,8.89,20.00450045,1,
2002/2/28,44.44,8.08,22.22222222,1,
2002/2/21,36.36,-8.8,-19.48627104,0,
2002/2/14,45.16,7.66,20.42666667,1,
2002/2/7,37.5,-7.95,-17.49174917,0,
2002/1/31,45.45,10.76,31.01758432,1,
2002/1/24,34.69,5.14,17.39424704,1,
2002/1/17,29.55,-25.24,-46.06680051,0,
2002/1/10,54.79,3.68,7.200156525,1,
2002/1/3,51.11,-6.58,-11.40578956,0,
2001/12/27,57.69,5.23,9.969500572,1,
2001/12/20,52.46,-8.94,-14.56026059,0,
2001/12/13,61.4,2.22,3.75126732,1,
2001/12/6,59.18,-10.15,-14.64012693,0,
2001/11/29,69.33,11,18.85822047,1,
2001/11/22,58.33,12.88,28.33883388,1,
2001/11/15,45.45,10.83,31.28249567,1,
2001/11/8,34.62,-0.38,-1.085714286,0,
2001/11/1,35,-20.88,-37.36578382,0,
